,qp_infeasible_fraction,qp_infeasible_fraction,qp_infeasible_fraction,saturation_fraction,saturation_fraction,saturation_fraction
,mean,std,max,mean,std,max
N,,,,,,
5,0.16739380173628343,0.22612153613363561,0.945,0.22021974541394315,0.09143996882304793,0.3780487804878049
10,0.19619899007659,0.17414532097506843,0.6965174129353234,0.2012402518018486,0.0935618383306597,0.4014598540145985
20,0.31144124181403027,0.24756609993419376,0.995,0.18784014259772924,0.08263386059885804,0.449814126394052
