step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_5_x,agent_6_x,agent_7_x,agent_8_x,agent_9_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_5_y,agent_6_y,agent_7_y,agent_8_y,agent_9_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_5_vx,agent_6_vx,agent_7_vx,agent_8_vx,agent_9_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy,agent_5_vy,agent_6_vy,agent_7_vy,agent_8_vy,agent_9_vy
0,2.8357977169592727,3.879548086889512,0.1682958993790063,-0.01619965858394795,8.854654457042836,1.5039129589029792,-0.010012075491841521,-0.020915433417441925,8.721148958190257,4.848511728425125,-0.17076631403729242,0.06894078395128986,4.541570081368164,5.265903591656625,0.12767434447746903,-0.12715811071120467,1.8222820208694264,3.255057670895685,-0.05573781461663407,0.040016010208544006,6.4116464656491905,8.540923063073672,-0.022390882301857904,-0.07576631759022363,4.179675940180726,3.755452690159954,-0.037765063914548695,-0.13912972440714122,7.875397099545143,8.291499541739546,-0.00025295820985424267,-0.06320277660001071,5.954520714879315,7.259885511581413,0.09791493471104787,0.019541701507150053,7.859920060886719,2.9311957640930237,-0.10954977839427449,0.20929822579470944
1,2.844212511928223,3.8787381039603144,0.26829589937900633,0.08380034141605205,8.854153853268244,1.502867187232107,-0.11001207549184153,0.07908456658255808,8.712610642488393,4.85195876762269,-0.27076631403729245,0.1102961579313505,4.5479537985920375,5.259545686121065,0.22687058044148756,-0.22715811071120467,1.8194951301385947,3.257058471406112,-0.008475708724667665,0.140016010208544,6.410526921534098,8.53713474719416,-0.017486344410338302,-0.17576631759022365,4.177787686984998,3.748496203939597,-0.11231145601041792,-0.23732098782607453,7.875384451634651,8.288339402909545,-0.10025295820985425,-0.1632027766000107,5.959416461614868,7.260862596656771,0.07180301698011245,-0.08045829849284995,7.854442571967005,2.941660675382759,-0.20712121355733104,0.30929822579470945
2,2.8576273068971734,3.882928121031117,0.3682958993790063,0.18380034141605206,8.848653249493651,1.506821415561235,-0.21001207549184153,0.17908456658255809,8.699072326786528,4.857473575519257,-0.37076631403729243,0.15020549340289016,4.559297327614112,5.248187780585504,0.3228260792485303,-0.3271581107112047,1.8190713447023612,3.2640592719165396,0.03758634095695009,0.24001601020854402,6.409652604313581,8.528346431314649,-0.012730156021502842,-0.27576631759022363,4.172172114184478,3.736630154548293,-0.18435323115467414,-0.33222807412662336,7.870371803724158,8.280179264079544,-0.20025295820985425,-0.2632027766000107,5.963006612463873,7.256839681732128,0.04613997022283964,-0.18045829849284994,7.844086511289138,2.9571255866724946,-0.30144626967096466,0.4092982257947094
3,2.8760421018661235,3.8921181381019196,0.4682958993790063,0.28380034141605204,8.83815264571906,1.515775643890363,-0.3100120754918415,0.2790845665825581,8.680534011084664,4.864983850189401,-0.4707663140372924,0.18858880925377783,4.575438631576538,5.231829875049944,0.41544356397532456,-0.4271581107112047,1.8209506617502087,3.276060072426967,0.08232449783460374,0.340016010208544,6.409016096512506,8.514558115435138,-0.008189039239002157,-0.3757663175902236,4.162954452626744,3.720018750841962,-0.2536149676903491,-0.4236869941554646,7.860359155813665,8.267019125249544,-0.30025295820985426,-0.36320277660001066,5.965313610975016,7.247816766807485,0.02093437877337438,-0.28045829849285,7.82901419780559,2.97759049796223,-0.3923643523481341,0.5092982257947094
4,2.899456896835074,3.9063081551727223,0.5682958993790063,0.383800341416052,8.822652041944467,1.5297298722194907,-0.4100120754918415,0.37908456658255807,8.656995695382799,4.87441329065209,-0.5707663140372924,0.22537165103048662,4.596210809775304,5.2104719695143835,0.5046357404679379,-0.5271581107112047,1.8250668866419388,3.293060872937394,0.12563040184417174,0.440016010208544,6.408606644550556,8.495769799555626,-0.003929946714927962,-0.4757663175902236,4.150273704242227,3.6988344011341887,-0.31983991214028223,-0.5115554404922523,7.845346507903172,8.248858986419544,-0.4002529582098543,-0.46320277660001064,5.966360329913685,7.233793851882843,-0.0038059359299925655,-0.38045829849284996,7.8093959801881825,3.0030554092519655,-0.4797275333663683,0.6092982257947094
5,2.9278716918040244,3.925498172243525,0.6682958993790062,0.483800341416052,8.802151438169876,1.5486841005486187,-0.5100120754918415,0.47908456658255805,8.628457379680935,4.885681873203614,-0.6707663140372924,0.26048477567032857,4.6214425967987,5.184114063978823,0.5903247961797061,-0.6271581107112046,1.8313484067341474,3.315061673447821,0.16741570439261277,0.540016010208544,6.408410147214809,8.471981483676116,-2.136338906603974e-05,-0.5757663175902236,4.134281708635212,3.6732566291095763,-0.3827918850859377,-0.5957153701862707,7.825333859992679,8.225698847589543,-0.5002529582098543,-0.5632027766000106,5.966170033117185,7.2147709369582005,-0.028070549336899092,-0.48045829849284993,7.785409603519864,3.033520320541701,-0.5634004102115918,0.7092982257947094
6,2.9612864867729747,3.9496881893143274,0.7682958993790062,0.583800341416052,8.776650834395284,1.5726383288777466,-0.6100120754918414,0.579084566582558,8.59491906397907,4.8987061119871305,-0.7707663140372923,0.2938638187412496,4.6509588366076855,5.152756158443263,0.6724417881663985,-0.7271581107112046,1.839719191953778,3.3420624739582485,0.20761629117399036,0.6400160102085439,6.408409079045356,8.443193167796604,0.003465316355136424,-0.6757663175902235,4.115142114380916,3.643470860600263,-0.44225911329368217,-0.6760754934319412,7.800321212082187,8.197538708759543,-0.6002529582098542,-0.6632027766000106,5.96476650565034,7.190748022033558,-0.05184340593264973,-0.5804582984928499,7.757239583009285,3.0689852318314363,-0.6432599169971629,0.8092982257947093
7,2.999701281741925,3.9788782063851302,0.8682958993790062,0.683800341416052,8.746150230620692,1.6015925572068745,-0.7100120754918414,0.679084566582558,8.556380748277205,4.913399302924193,-0.8707663140372923,0.3254489394720695,4.684580926016006,5.116398252907703,0.7509258556669506,-0.8271581107112046,1.8501000065124775,3.374063274468676,0.24619614356098068,0.7400160102085439,6.408582344863112,8.409404851917094,0.006454339247779865,-0.7757663175902235,4.093029158716232,3.609667085928666,-0.4980600083505927,-0.7525735567447529,7.770308564171694,8.164378569929543,-0.7002529582098542,-0.7632027766000106,5.9621743353537076,7.161725107108916,-0.07510007678769429,-0.6804582984928499,7.7250765871594265,3.1094501431211716,-0.7191950739415532,0.9092982257947093
8,3.0431160767108754,4.0130682234559325,0.9682958993790062,0.7838003414160519,8.7106496268461,1.6355467855360024,-0.8100120754918414,0.779084566582558,8.51284243257534,4.929671749897797,-0.9707663140372923,0.35518443988854126,4.722127218799353,5.075040347372143,0.8257231895069936,-0.9271581107112046,1.8624098136905265,3.411064074979103,0.28315070967094697,0.8400160102085439,6.408905061825501,8.370616536037582,0.008864116450797089,-0.8757663175902235,4.0681261582987025,3.5720384080914283,-0.5500502073809913,-0.8251788628314967,7.735295916261202,8.126218431099542,-0.8002529582098542,-0.8632027766000105,5.958419331514323,7.127702192184273,-0.0978051235089431,-0.7804582984928499,7.689116833462349,3.1549150544109072,-0.7911066582473137,1.0092982257947094
9,3.0915308716798258,4.052258240526735,1.0682958993790062,0.8838003414160519,8.670149023071508,1.6745010138651304,-0.9100120754918414,0.879084566582558,8.464304116873475,4.947430971892224,-1.0707663140372923,0.3830183558592177,4.763413378274703,5.028682441836583,0.8967856725342952,-1.0271581107112047,1.8765673491740738,3.45306487548953,0.31850957052794737,0.9400160102085439,6.409348267648041,8.32682822015807,0.010605855399685102,-0.9757663175902235,4.040623647929653,3.5307794649498536,-0.5981297980940585,-0.8938973851784705,7.6952832683507095,8.083058292269541,-0.9002529582098542,-0.9632027766000105,5.953529075338875,7.08867927725963,-0.11990918145510349,-0.8804582984928498,7.649561500549983,3.2053799657006428,-0.8589067730114462,1.1092982257947095
