step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_5_x,agent_6_x,agent_7_x,agent_8_x,agent_9_x,agent_10_x,agent_11_x,agent_12_x,agent_13_x,agent_14_x,agent_15_x,agent_16_x,agent_17_x,agent_18_x,agent_19_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_5_y,agent_6_y,agent_7_y,agent_8_y,agent_9_y,agent_10_y,agent_11_y,agent_12_y,agent_13_y,agent_14_y,agent_15_y,agent_16_y,agent_17_y,agent_18_y,agent_19_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_5_vx,agent_6_vx,agent_7_vx,agent_8_vx,agent_9_vx,agent_10_vx,agent_11_vx,agent_12_vx,agent_13_vx,agent_14_vx,agent_15_vx,agent_16_vx,agent_17_vx,agent_18_vx,agent_19_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy,agent_5_vy,agent_6_vy,agent_7_vy,agent_8_vy,agent_9_vy,agent_10_vy,agent_11_vy,agent_12_vy,agent_13_vy,agent_14_vy,agent_15_vy,agent_16_vy,agent_17_vy,agent_18_vy,agent_19_vy
0,1.7944589766124992,4.334121841129243,0.0028954959796842067,-0.09249670512070005,6.590562804743048,7.804487148310437,-0.15051160945509073,-0.05054005162397511,3.141046370462852,5.155642792381384,0.09533857038442729,-0.007513076308108324,4.902198284088291,3.2327507770553763,0.14574476025492647,0.05819675197777831,6.260691184653076,6.001122150390788,0.010868917654565241,-0.18917547387965183,1.298408325568219,1.4639732556142453,0.007625353532407775,-0.08060897983221971,3.791346885776731,1.6686227717621096,0.11783266861786977,-0.015875657117369962,7.4475797181619425,5.82582727291979,-0.03345999058069776,0.02477034282585677,8.189666711847357,5.479092019503297,-0.19589776794229907,-0.23786647996315982,6.063826927826295,2.8103272037158455,-0.0520306630500157,0.1503338436626668,6.068651979080921,8.72900151376561,0.004828325462745406,-0.17066937717524472,5.176343231868371,6.401034611137675,0.03772126297497891,0.043940731228808726,5.659227611956998,1.1960724411671946,0.2201924066156801,-0.05562232379247864,5.14207291651794,4.979741761007779,-0.07437446374718437,0.1343240017460513,5.529582503984031,7.365896998504846,-0.07827545388819869,-0.015321144590552407,7.336847520006284,1.0616192507186646,-0.05544299407852277,0.18904939274695975,3.980593211214196,7.36894358994764,0.013494641917143835,-0.1118492551499202,8.80078239672399,2.38815554186983,0.018629324092011956,-0.01853489561891361,1.5917380534495598,7.097546922353904,0.003744292376719943,-0.14140045871135715,1.8034300635639522,1.5990945855214247,0.10618627308352496,-0.0204039312817312
1,1.7946037514114834,4.3294970058732085,0.10289549597968421,-0.14276071552269132,6.583037224270293,7.801960145729238,-0.25051160945509077,-0.035271824370334985,3.1458132989820737,5.1552671385659785,0.1953385703844273,0.09248692369189168,4.909485522101037,3.235660614654265,0.24574476025492648,0.13397626648450456,6.261234630535805,5.991663376696806,0.06310818658176431,-0.2891754738796518,1.2987895932448394,1.4599428066226343,0.02906809905573008,-0.05458213793016738,3.7972385192076246,1.6678289889062412,0.13384444836600512,0.08412434288263004,7.445906718632908,5.827065790061083,-0.022608652153168603,0.008701573849197071,8.179871823450242,5.4671986955051395,-0.2949126601256277,-0.3378664799631598,6.0612253946737935,2.817843895898979,-0.09515520774312207,0.2503338436626668,6.068893395354059,8.720468044906848,-0.0951716745372546,-0.25923569475979547,5.17822929501712,6.403231647699116,0.13772126297497891,0.08561482934870507,5.670237232287782,1.1932913249775707,0.29755334786420934,-0.01762922681230992,5.138354193330581,4.986457961095081,-0.17437446374718438,0.2343240017460513,5.525668731289621,7.365130941275319,-0.061997154983532254,-0.11461314446759663,7.334075370302358,1.0710717203560125,-0.036062727893127464,0.28904939274695973,3.9812679433100535,7.3633511271901435,-0.07702076112593638,-0.17085177866474655,8.80171386292859,2.3872287970888846,-0.058061582574981535,0.0814651043810864,1.5919252680683957,7.090476899418336,0.10374429237671995,-0.24140045871135715,1.8087393772181284,1.598074388957338,0.20618627308352497,0.00941558671465257
2,1.7997485262104675,4.322358970097074,0.2028954959796842,-0.19153688390183107,6.570511643797539,7.8001965545107215,-0.35051160945509074,-0.0320964694585681,3.155580227501295,5.159891484750573,0.29533857038442735,0.1924869236918917,4.921772760113783,3.2423594279784904,0.3457447602549265,0.21746368605343802,6.264390039864893,5.977204603002823,0.11401430149164699,-0.3891754738796518,1.300242998197626,1.457213699726126,0.06638886934059815,-0.02495521994195263,3.803930741625925,1.6720352060503727,0.15577811212148956,0.18412434288263005,7.44477628602525,5.8275008687535435,-0.011944947209875934,-0.007027401760110796,8.16512619044396,5.450305371506982,-0.3909624355845174,-0.43786647996315986,6.056467634286637,2.830360588082112,-0.11036475507843233,0.35033384366266684,6.064134811627196,8.70750626016886,-0.1951716745372546,-0.3451611809617944,5.185115358165869,6.407512389166551,0.23772126297497892,0.09768616719411145,5.685114899680992,1.1924098636369553,0.37242978456498615,0.019553098552835775,5.1296354701432225,4.9981741611823844,-0.2743744637471844,0.3343240017460513,5.522568873540445,7.359400284051939,-0.03626898890621701,-0.1824214018467853,7.332272233907702,1.0855241899933605,-0.01702836087717075,0.3890493927469597,3.9774169052537567,7.354808538256906,-0.16530701569773243,-0.22809961595382738,8.79881078379984,2.391302052307939,-0.13288178988553018,0.1814651043810864,1.5971124826872318,7.078406876482768,0.20374429237671995,-0.34140045871135716,1.8190486908723047,1.5985451682930707,0.306186273083525,0.02726249822915686
3,1.8098933010094518,4.3127821259019825,0.30289549597968424,-0.23873674628268562,6.552986063324784,7.798591731037793,-0.4406414267976994,-0.0375829419483887,3.1703471560205165,5.169515830935167,0.3953385703844273,0.29248692369189166,4.939059998126529,3.2532326122811623,0.4283714346259185,0.3067740847720515,6.270090754939476,5.95774582930884,0.16348999306232817,-0.48917547387965177,1.3035624416646558,1.4559659387290285,0.11661906971114167,0.007696431385506356,3.811719647231999,1.6812414231945043,0.18348386581791754,0.28412434288263005,7.444179038664756,5.827149498665538,-0.0014913132597826808,-0.02238490691380897,8.145578068664735,5.428412047508824,-0.48387368500662076,-0.5378664799631598,6.050949396532715,2.8478772802652452,-0.10183070374251196,0.4503338436626668,6.054376227900333,8.69024820112077,-0.29517167453725457,-0.42829044077184386,5.197001421314618,6.4123966975262565,0.33772126297497895,0.09059091127253237,5.703736388909242,1.193387518564597,0.444690426978583,0.055849938850883594,5.115916746955864,5.014890361269687,-0.3743744637471844,0.43432400174605135,5.520755424095134,7.3502792139596,-0.005399308443385483,-0.22873865200615093,7.331420815863844,1.1049766596307085,0.0016203037831198572,0.4890493927469597,3.96915155446887,7.343403557459214,-0.25119356200241877,-0.28348912786401936,8.792166694305564,2.400375307526993,-0.20568633805687764,0.2814651043810864,1.6072996973060678,7.061336853547201,0.30374429237671996,-0.44140045871135714,1.834358004526481,1.5999082932045285,0.40618627308352495,0.03449480736953168
4,1.825038075808436,4.3008452885878485,0.4028954959796842,-0.28427776989426423,6.530953991984899,7.796712583940374,-0.5088864897445542,-0.0489596534615635,3.1901140845397378,5.184140177119762,0.4953385703844273,0.39248692369189164,4.960478569857825,3.2685713165197647,0.4918614943765654,0.3993615298166003,6.2782652545925925,5.933287055614858,0.2114437565900132,-0.5862019716796334,1.309393395150213,1.4563507602983037,0.17743469145520094,0.04296247475696857,3.820893840522895,1.6954476403386358,0.21675697144388145,0.3841243428826301,7.444104473001767,5.826030253319847,0.008730842209582932,-0.037340905934264396,8.121384384414403,5.401518723510666,-0.5734847471042103,-0.6378664799631598,6.045857861345589,2.8703939724483787,-0.07620715355386821,0.5503338436626668,6.03961764417347,8.668833679082178,-0.39517167453725455,-0.5084785661342377,5.213887484463367,6.4169262430898835,0.43772126297497893,0.07173953947238823,5.725970910258171,1.1961800155071411,0.5142134788704275,0.09119047539509814,5.097198023768504,5.03660656135699,-0.4743744637471844,0.5343240017460513,5.520485458672965,7.338842281359292,0.027301519739628046,-0.2604512826349322,7.331501831053,1.1294291292680565,0.019845322729096105,0.5890493927469597,3.956591876368749,7.329229101066013,-0.3345196771102436,-0.33692365293657195,8.78188237740272,2.4144485627460472,-0.2763385680492276,0.3814651043810864,1.622486911924904,7.039266830611633,0.40374429237671994,-0.5414004587113571,1.8546673181806572,1.6016330335730051,0.5061862730835249,0.032519857739452485
5,1.8451828506074202,4.286631400093135,0.5028954959796842,-0.3153722675027475,6.505509667497671,7.794264601267296,-0.5578989598479759,-0.06377682334637577,3.2148810130589593,5.203764523304356,0.5939321711634569,0.4924869236918916,4.985071644576653,3.288539393010595,0.542141682962868,0.4930012771846428,6.288837442422094,5.903976957030876,0.25778995104685026,-0.6795798683499163,1.318265129722973,1.4584988840361521,0.24711089078194942,0.08054517759946732,3.8317316890950894,1.7146538574827672,0.2553049065673828,0.48412434288263007,7.444541015112246,5.824163208023134,0.018701172075363856,-0.05186704271192391,8.092710147059194,5.369625399512508,-0.6596458484368435,-0.7378664799631598,6.042047503667896,2.897910664631512,-0.03949831855208149,0.6503338436626668,6.019859060446607,8.643409750775467,-0.4951716745372545,-0.5783519204575682,5.235773547612116,6.420513220063503,0.5377212629749789,0.04653345748908966,5.751681584201693,1.200739539276896,0.5808867283975293,0.12550787367858013,5.073479300581145,5.063322761444293,-0.5520224067548907,0.6343240017460513,5.521850534659946,7.325819717227545,0.05915686643936065,-0.2823879578573968,7.332494097189455,1.1588815989054044,0.03761066544196513,0.6890493927469596,3.939865892513237,7.312382918419185,-0.41513465543536676,-0.38831359206265065,8.76806544900026,2.4335218179651017,-0.34471027644662655,0.48146510438108636,1.64267412654374,7.012196807676065,0.5037442923767199,-0.6414004587113571,1.8799766318348334,1.6032590264599778,0.6061862730835249,0.02281421672065677
6,1.8703276254064043,4.270862786717998,0.5940381939032692,-0.3311293134056613,6.477614719505272,7.791075760099977,-0.5913022653804936,-0.07871092291536727,3.244577621617132,5.228388869488951,0.6453747189809621,0.5924869236918916,5.0121787287247965,3.313189456869827,0.5831554448466387,0.5861477118225629,6.3017269399744364,5.86999796361338,0.30244888125079133,-0.7691578126742431,1.3306206742620705,1.4625261429161256,0.32445862713425977,0.12021607965612462,3.8444969344234585,1.7388600746268987,0.2987036799500899,0.58412434288263,7.445476073716014,5.821569855887538,0.028400416588976317,-0.0659366738053063,8.059727854637352,5.3327320755143495,-0.7422192103684003,-0.8378664799631598,6.040072587740292,2.9304273568146453,0.004206013791990239,0.7503338436626668,5.995100476719744,8.614492154752588,-0.5951716745372545,-0.6394235599447042,5.262659610760864,6.422839892937958,0.6377212629749789,0.019080158450149907,5.7807259206215695,1.207014932960825,0.6446076129892776,0.15873936081648732,5.0458781802434,5.095038961531595,-0.5855490592654236,0.7343240017460513,5.524808377981914,7.311700319334675,0.08788516274639552,-0.29806141397581504,7.334374630461554,1.1933340685427525,0.05488226128018967,0.7890493927469596,3.9191091597414687,7.292967238816052,-0.49289796010958625,-0.437576473578236,8.750829935177928,2.457595073184156,-0.4106818457139675,0.5814651043810863,1.6678613411625758,6.980126784740497,0.6037442923767199,-0.7414004587113571,1.9102859454890098,1.6043997372960106,0.7061862730835249,0.0069458784036344375
7,1.9000295351015677,4.254306321047714,0.6713294514027714,-0.33384065306564464,6.448049606236247,7.787140213954209,-0.6130863311236593,-0.09105628343984631,3.27684635756618,5.258013215673546,0.6658181502775278,0.6721129656741573,5.0413365009671285,3.342496842460955,0.6174964540434933,0.6777015580522951,6.316849384036976,5.831540072979668,0.34534686332201675,-0.854797358719587,1.3468436056187836,1.4685369468989318,0.4087501854539591,0.1617736844918718,3.8594321184209632,1.7680662917710301,0.3463415463582566,0.68412434288263,7.446896094545463,5.818273022197273,0.03781042705956006,-0.07952489651457431,8.022616894118931,5.290838751516191,-0.8210791236305762,-0.9378664799631597,6.040282888429892,2.9679440489977784,0.05211274441789296,0.8503338436626667,5.965341892992882,8.582520976755353,-0.6824010520360038,-0.689306316019444,5.294545673909613,6.423793900860465,0.7359267679648599,-0.005244421871498598,5.812956301271034,1.2149519010016494,0.7052832586452383,0.19082629109175037,5.016600727280129,5.131755161618898,-0.5912664205775577,0.8343240017460513,5.529202636119234,7.296797248635884,0.11144342325592155,-0.31020838530949557,7.337118743525563,1.2327865381801004,0.07162804055885368,0.8890493927469596,3.8944642617359895,7.27108841513714,-0.5676793455283619,-0.48463699907577507,8.730295842892229,2.4866683284032103,-0.47414235005850836,0.6814651043810863,1.6980485557814118,6.943056761804929,0.7037442923767199,-0.841400458711357,1.945595259143186,1.6047470312161922,0.8061862730835249,-0.013402892764011114
8,1.9335960076717063,4.237614288394432,0.7372921781674511,-0.32611177812872594,6.417395289680064,7.782587399782217,-0.6270688513537065,-0.0996539142032191,3.3101372650800567,5.291618863957254,0.6661520836972654,0.719456377434085,5.072211323669303,3.3763819203635697,0.6468423226017909,0.7668565117044399,6.334116727203077,5.788800205043689,0.36927616156017495,-0.930939877698752,1.3672811148914816,1.4766256311235253,0.4996340391924055,0.20499806274176174,3.876749195738876,1.8022725089151617,0.3973494934707767,0.78412434288263,7.448786615898441,5.814296777371545,0.04691418622690676,-0.09260857197159737,7.981562937937403,5.2439454275180335,-0.8961119910352766,-1.0358194548082693,6.0428885256507865,3.010460741180912,0.10230373178908636,0.9503338436626667,5.931221840391082,8.54805566095438,-0.7619091275264553,-0.7293878094870542,5.331342012307855,6.42353167976689,0.807332986158761,-0.018815921471873817,5.848220464203296,1.224493215556237,0.7628304941273268,0.22171419970809061,4.987037406251251,5.1734713617062,-0.5797621575369286,0.9343240017460512,5.53477480728203,7.281286829370409,0.12804361840126438,-0.32078612363175363,7.340700145553506,1.2772390078174485,0.0878179697023506,0.9890493927469596,3.8660802944595716,7.246856565183352,-0.6336714919355938,-0.5108892602028128,8.706588725389304,2.5207415836222644,-0.5349896371801508,0.7814651043810863,1.7332357704002477,6.900986738869361,0.7979496930499381,-0.941400458711357,1.9859045727973623,1.6040768865779917,0.9061862730835248,-0.03641453853463815
9,1.9704606165800789,4.221308699487995,0.7941791202676682,-0.31021880810864205,6.386041847112379,7.777604704072056,-0.6373908596085647,-0.10345402650645115,3.34344486926492,5.327591682828958,0.6540978694982112,0.7441325357514855,5.104553439799393,3.4147247459487917,0.6722531346436733,0.852995198739251,6.352580535281086,5.742253211158752,0.36969268295213725,-0.9955133711892268,1.392262816851102,1.4868755342606135,0.5970354878925017,0.24960261393344269,3.8966166704124148,1.841478726059293,0.4505208284759703,0.88412434288263,7.4511323252097865,5.809666348772965,0.055695825347420895,-0.10516634330090843,7.936757338385639,5.19215445477762,-0.9337816762299369,-1.0904599355971096,6.048003712240241,3.0579774333640453,0.13215894431237957,1.0138322427232729,5.893126384014759,8.511586270480029,-0.8372383955158148,-0.7628283627284144,5.371708661615793,6.422590883693297,0.8562664805561039,-0.023393134788859477,5.886361988909663,1.2355789255416414,0.81717584057575,0.251352844881293,4.958049298374405,5.2201875617935025,-0.5580584247584798,1.0343240017460513,5.541176988202094,7.265247523188822,0.1363479626950012,-0.330220021502176,7.3450910440386235,1.3266914774547964,0.10342408051586297,1.0890493927469596,3.834396719862792,7.221312102173211,-0.691192487623937,-0.5148095580230223,8.679839243530296,2.559814838841319,-0.5931303862486059,0.8814651043810863,1.7731332550527446,6.853916715933793,0.8654997419359703,-1.041400458711357,2.0312138864515386,1.60225615965126,1.006186273083525,-0.0601201047615673
