step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_5_x,agent_6_x,agent_7_x,agent_8_x,agent_9_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_5_y,agent_6_y,agent_7_y,agent_8_y,agent_9_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_5_vx,agent_6_vx,agent_7_vx,agent_8_vx,agent_9_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy,agent_5_vy,agent_6_vy,agent_7_vy,agent_8_vy,agent_9_vy
0,2.7715461560480072,7.97213761303808,0.012015746601827929,0.02558327238137645,7.124214859366168,5.142659721413465,-0.1609598495271334,-0.06833627338709097,4.536172838635644,2.263090238631093,0.10030190010041334,-0.010971683858875592,6.031802208985241,5.635189768279393,-0.07002124101250373,-0.17025426473934785,3.6154957744278917,2.1602733631633826,-0.0003161416396197103,0.13723653648452347,1.197450147247794,2.6406370898229383,0.05790486945585587,0.18385437566665894,1.015234309370325,5.131065261285211,0.14193855283925713,0.24568732084125666,7.956397909199851,8.381539237141723,-0.10120808259244929,-0.10915348847272682,1.2270643165674122,1.6884741838929989,-0.016563856286592987,0.0253735335071643,7.535311964006623,5.533334504609757,0.0836006551841087,0.19357071735412318
1,2.7721469433780985,7.973416776657149,0.11201574660182793,-0.07441672761862356,7.116166866889811,5.13924290774411,-0.2609598495271334,-0.04716548342265239,4.541187933640665,2.2625416544381496,0.08667971829854133,0.044580069399500835,6.028301146934616,5.626677055042426,-0.17002124101250374,-0.2702542647393479,3.6154799673459106,2.167135189987609,0.0996838583603803,0.13459735536645778,1.2003453907205868,2.6498298086062713,0.055757977332702366,0.28385437566665894,1.022331237012288,5.143349627327273,0.24126741211420175,0.34568732084125664,7.951337505070229,8.376081562718086,-0.05391028094522642,-0.20915348847272683,1.2262361237530826,1.689742860568357,0.08343614371340702,0.1253735335071643,7.539491996765829,5.5430130404774625,0.12541808670172455,0.2935707173541232
2,2.77774773070819,7.9696959402762175,0.21201574660182793,-0.17441672761862356,7.103118874413455,5.136884633572977,-0.36095984952713345,-0.02899584637929231,4.5455219195555925,2.264770657908125,0.07314733629146507,0.09877045803606503,6.019800084883991,5.613164341805458,-0.27002124101250374,-0.37025426473934786,3.62046416026393,2.1738650577559318,0.18343890857592593,0.1310228044370906,1.203133289587222,2.664022527389604,0.05351999533898806,0.3838543756666589,1.034394607617998,5.160633993369336,0.3377582035251746,0.4456873208412566,7.948641991022967,8.36562388829445,-0.0034545726071090396,-0.30915348847272683,1.230407930938753,1.6960115372437152,0.18343614371340702,0.2253735335071643,7.5457629011009155,5.557691576345168,0.1668168806232507,0.3935707173541232
3,2.7883485180382817,7.9609751038952865,0.31201574660182796,-0.2738435612809106,7.085070881937098,5.135434841254013,-0.4593130945180065,-0.012493089143715625,4.549179286370165,2.269709180809928,0.05973656453881934,0.15149463678321634,6.006299022833367,5.59465162856849,-0.3700212410125038,-0.47025426473934784,3.629636105692726,2.1804161979777863,0.24846895743049036,0.12639203737612895,1.2058092893541714,2.683215246172937,0.05119856795178485,0.4838543756666589,1.0512825177942566,5.182918359411398,0.43123355662058765,0.5456873208412566,7.948469262392612,8.350166213870814,0.05141460628564958,-0.4091534884727268,1.2395797381244233,1.7072802139190735,0.28343614371340703,0.3194724287206146,7.554103745132078,5.577370112212875,0.21158486641119706,0.49357071735412317
4,2.803949305368373,7.947282925831241,0.41016240255279984,-0.3703486822825939,7.062105227211198,5.134810186796828,-0.5495637890354135,0.00396205243920068,4.552166114597107,2.277283912649089,0.04647819373926111,0.20265378491659872,5.987797960782741,5.571138915331523,-0.47002124101250375,-0.5702542647393478,3.6420595535642506,2.1867357998465926,0.2980528790473561,0.12046557918557896,1.2083692177517606,2.70740796495627,0.048801376260914256,0.5838543756666589,1.072844195625286,5.2102027254534615,0.5215276303798024,0.6438979739548034,7.951039992706894,8.329708539447179,0.10974627009259322,-0.5091534884727268,1.2537515453100938,1.7232538353551041,0.38343614371340706,0.39563714508010805,7.564682988452638,5.602048648080581,0.2595067146384325,0.591113757052211
5,2.824457425496013,7.928765491717112,0.5050753527384928,-0.4637565663560328,7.034627037759427,5.135008289418788,-0.6345457712452851,0.02260538888222526,4.554490024284069,2.2874166018949187,0.03340194079834478,0.2521552177546885,5.964296898732115,5.542626202094556,-0.5700212410125037,-0.6702542647393478,3.656962197516618,2.1927590788058717,0.3351340141516721,0.11284290903534819,1.2108092865648064,2.736600683739603,0.04633611794243596,0.6838543756666589,1.0989205771442763,5.242397624151201,0.6084862684034854,0.7382891424384084,7.956527306211524,8.304250865023542,0.1704963311284136,-0.6091534884727268,1.2729233524957642,1.7430356926091095,0.48343614371340704,0.45469326283876577,7.57765832418456,5.631604335933192,0.3101859841347218,0.6748228704978071
6,2.8497111931329373,7.90557766339931,0.5965900731631615,-0.5539033816219293,7.002899749197163,5.136138558862899,-0.7173964350347425,0.045649806491887254,4.556160121323987,2.3000243627826533,0.020536398696603217,0.29991248030953455,5.93579583668149,5.509113488857588,-0.6700212410125037,-0.7702542647393478,3.6737188982242017,2.198401224257639,0.36241386094412525,0.10301319356796926,1.213126092461928,2.7707934025229357,0.04381048764126733,0.7838543756666588,1.1293448905644505,5.279312081273122,0.6919671214006268,0.8287107867750362,7.965052122767945,8.273793190599905,0.23248805106511097,-0.7091534884727267,1.2970951596814344,1.7657703557510478,0.583436143713407,0.49743499271729047,7.593167623391296,5.665345479458082,0.36249227422663727,0.7481416700986359
7,2.8795406967910955,7.8778824943182135,0.6845542371953672,-0.6406371350902883,6.967029927445426,5.138421049187493,-0.8017263610811184,0.07520283219624348,4.557186941258816,2.3150199867981303,0.007908990295409332,0.3458454232561227,5.902294774630865,5.470600775620621,-0.7700212410125037,-0.8702542647393477,3.691839591271408,2.2035518839360377,0.3824372574212936,0.09039602233141004,1.2153166168439915,2.8099861213062685,0.04123215780277184,0.8838543756666588,1.163943246634482,5.320747620611874,0.7718397374018309,0.9150261671471522,7.976676525321201,8.238335516176269,0.2776046705285971,-0.8091534884727267,1.3262669668671048,1.7906421053869124,0.683436143713407,0.5246114298794198,7.611292237102628,5.702752562963014,0.41534989809650746,0.8141837441360004
8,2.913768408650864,7.845850637563699,0.7688278219438599,-0.7238177862678835,6.926943609391371,5.142181190797306,-0.8917939258106138,0.11312579971624004,4.557582390773587,2.3323122579609366,-0.004454073892496196,0.3898802614282723,5.8637937125802395,5.427088062383654,-0.8700212410125037,-0.9702542647393477,3.7109614541424727,2.2080716850526083,0.397674891727195,0.07438005725386641,1.21737822473413,2.8541788400896015,0.03860875999113556,0.9838543756666588,1.2025352335045734,5.366498928969231,0.8479856201995033,0.9971118860430278,7.990556758847631,8.197877841752632,0.32687071590777816,-0.9048494910507461,1.360438774052775,1.8168726768808834,0.7761563135579872,0.5369178998987387,7.632059732007454,5.743461750169814,0.46768189204439886,0.8757663651286716
9,2.952209799748057,7.809659748250305,0.8492831814806518,-0.803317328328313,6.88235391310084,5.147837480783118,-0.9917939258106138,0.16081105839172838,4.557359687078962,2.35180627103235,-0.01652783395144261,0.43194961508797786,5.820292650529614,5.378575349146686,-0.9700212410125036,-1.0659170289305318,3.7308451987288325,2.2117906879153018,0.41060704074146376,0.054366248832109484,1.2193086627336869,2.9033715588729345,0.035947866730283266,1.0838543756666588,1.2449345145145485,5.416354523271383,0.9202982565837293,1.0748578965486386,8.00690029464302,8.152635367200094,0.3805787277134032,-0.9536940202471135,1.3992465897306743,1.8437185718758202,0.8478640436584548,0.5355920229791222,7.655443826609674,5.787250068426248,0.4851500916871387,0.9139032261381873
10,2.9946739588220894,7.769493881833889,0.9258050874741643,-0.8790198373715622,6.832764216810309,5.155878033702705,-1.0917939258106137,0.21882932860582066,4.5565332953813895,2.373403751786749,-0.028288614824184103,0.4719925342526201,5.771791588478989,5.325279497700159,-1.0185711016370869,-1.101141639803804,3.7513755507659057,2.214509000356907,0.42381064665470636,0.029823249862399166,1.221106056070201,2.9575642776562674,0.033256973900974436,1.1838543756666589,1.290949427343735,5.470097418098815,0.9787752330900443,1.1366613581403784,8.02592923102869,8.104950666187738,0.43687520779370664,-0.9692841535725715,1.441639791913597,1.8704981730247763,0.9022201686254483,0.5229195236212538,7.679701331194031,5.832945229733157,0.49642023849110145,0.9191422603288254
11,3.0409642131957977,7.725542889965311,0.9982907378641375,-0.9508214903679093,6.778174520519778,5.166819500132996,-1.1917939258106138,0.284370483320251,4.55511886464018,2.39700337849938,-0.03971405659022845,0.5099545064004264,5.720863033397135,5.270222415709969,-1.0277001731001616,-1.0926263561757503,3.772566083098641,2.216000162850027,0.4400501797564576,0.00036367809116562635,1.2227689047652497,3.0167569964396,0.03054348372557262,1.283854375666659,1.3398881889982373,5.526930486005834,0.9815488139133977,1.1342671316339912,8.047772991418375,8.05648645850911,0.4941244795066141,-0.9643298333419492,1.4867508003448695,1.896644149205839,0.942461300768152,0.5007993932649885,7.704522343118586,5.8789023427495986,0.5031068492064795,0.904132970549367
12,3.0908787500890047,7.678001815446915,1.0666497342756758,-1.018630552445919,6.718584824229247,5.181038024299008,-1.291793925810614,0.35517607935422807,4.553133161810669,2.4225011038194015,-0.050783140775061214,0.5457874479089059,5.669478024742127,5.215591097901181,-1.035861868744107,-1.0848917867151389,3.7945685920864642,2.216018346754585,0.46236979884971746,-0.03414755916600758,1.2242960789515283,3.0809497152229333,0.02781468836980341,1.3819853097049148,1.388965629693907,5.583643842587533,0.9841000930497751,1.1320543303478963,8.072479215393706,8.008269966842011,0.5513228777737065,-0.9472545220553297,1.533873865383277,1.9216841188690885,0.9714604369911369,0.47080283984597593,7.72967768557891,5.924108991277067,0.5062102716555933,0.8772406874173704
13,3.1442112368027884,7.627070287824619,1.083613924924142,-1.0371985642636108,6.653995127938717,5.19879682826672,-1.391793925810614,0.43010054130896724,4.550594004771916,2.449790476214847,-0.06147621271379759,0.5794496796136723,5.617684931304922,5.161346508565424,-1.043179800189398,-1.0778570890785142,3.81768708202895,2.2143109687962848,0.4941800568155144,-0.07343953440062008,1.2256868133700185,3.150048980708179,0.025077754188614507,1.4744533344530477,1.4381706343463958,5.640246559104928,0.9864527714977306,1.1300048360978134,8.100045359282392,7.960907240739244,0.6078759851302616,-0.9236696678669667,1.5824468872328339,1.9452242608613872,0.99178324798046,0.4342245476139728,7.75498819916169,5.967971025647936,0.5063399051982314,0.8440214635810755
14,3.1983919330489954,7.575210359611439,1.0825371921868947,-1.0383223138949267,6.584405431648186,5.220301855332168,-1.420312091502074,0.48240394145674703,4.547520194136226,2.4787629601955303,-0.0717750000021279,0.6109058869060474,5.565525941295451,5.107453654111499,-1.0506272834843156,-1.0705990431521821,3.842396084869726,2.210638992076254,0.5393250978836843,-0.11661994339298594,1.2269407010794493,3.2237716474308313,0.02146240198914867,1.4998464472408022,1.4874932729212824,5.6967468009098186,0.9886277305602089,1.12810248220956,8.130439158538906,7.914723757345896,0.6634540803778424,-0.8973522487527971,1.6320360496318569,1.9669354882420857,1.0057409522490497,0.3921280062208452,7.780305194421602,6.010172098826989,0.5038591164180085,0.8082001307768271
15,3.25251879265834,7.523294243916692,1.0815384243996586,-1.0393626107124998,6.513389827073082,5.244422052405005,-1.4213931208251511,0.4792093447241381,4.54393144413612,2.5093082545408327,-0.08166262707646546,0.6401270648170789,5.512994577121235,5.05392370195389,-1.0624784868876251,-1.0588387341332874,3.86936233976391,2.204807994906605,0.6021051475054955,-0.16188101076253042,1.2280138211789067,3.2987639697928715,0.017776269305462753,1.4998946643846627,1.536924659449293,5.753151925020297,0.9906434059432783,1.1263328292565662,8.163611862557797,7.869856144908256,0.7178964222669353,-0.8708948089285593,1.6823230972443093,1.986541888553128,1.0154403385176927,0.3453869737848017,7.805498150242502,6.05058210536583,0.49898134908955405,0.7723207481727179
