step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy
0,5.392049482059672,6.722188178724309,-0.035010180934475645,-0.025821246434728273,4.507652631509056,8.132435629039026,0.23909882815030878,-0.13496754435226668,5.5379220296244265,8.39858004583681,-0.22868918254063392,-0.14073524712596894,7.232433282732296,7.964584564437804,0.04358550266982919,0.0850292938967383,1.9408457062626014,6.126038204375934,-0.006994013777286076,0.040693216070578644
1,5.390298973012949,6.720897116402573,-0.0989591847261147,-0.06400335499579907,4.519607572916572,8.125687251821413,0.3390988281503088,-0.2349675443522667,5.526487570497395,8.391543283480512,-0.32868918254063395,-0.1568681901450291,7.234612557865787,7.968836029132642,-0.056414497330170815,0.08031344104435538,1.9404960055737372,6.128072865179464,0.09300598622271393,-0.04957006107881343
2,5.385351013776643,6.717696948652783,-0.1608241014756393,-0.10103874932570722,4.536562514324087,8.1139388746038,0.43909882815030876,-0.3349675443522667,5.510053111370363,8.383699873973262,-0.42868918254063393,-0.1722631497611828,7.231791832999278,7.97285170118486,-0.15641449733017082,0.07562070917996606,1.945146304884873,6.125594362125523,0.19300598622271392,-0.13722469356730424
3,5.377309808702861,6.712645011186498,-0.22042533965097777,-0.13688889407857538,4.558517455731603,8.097190497386187,0.5390988281503087,-0.4349675443522667,5.488618652243331,8.375086716485203,-0.5286891825406339,-0.18693660019486907,7.223971108132769,7.976632736643858,-0.25641449733017085,0.07098420948816316,1.9547966041960085,6.1187331274471575,0.2930059862227139,-0.2221175941903137
4,5.366288541720312,6.705800566482569,-0.2775997658936576,-0.17151901788844884,4.585472397139118,8.075442120168573,0.6390988281503087,-0.5349675443522667,5.4621841931162995,8.36573988647546,-0.6286891825406339,-0.20093123332184298,7.2111503832662605,7.9801819471182665,-0.35641449733017083,0.06644341132347824,1.9694469035071442,6.107627247737642,0.3930059862227139,-0.30410706229541
5,5.352408553425629,6.697224615588147,-0.33220278091517497,-0.2048976564875403,4.617427338546634,8.04869374295096,0.7390988281503087,-0.6349675443522667,5.430749733989268,8.355693324809367,-0.7286891825406339,-0.21434413194214738,7.193329658399752,7.983504117684441,-0.45401220396962494,0.06203884697441359,1.9890972028182798,6.092421894622872,0.49300598622271385,-0.3830627845286483
6,5.3357984143798705,6.68697973276377,-0.3841103836918293,-0.23699592883759354,4.654382279954149,8.016945365733346,0.8390988281503087,-0.7349675443522666,5.394315274862237,8.34497611821226,-0.8286891825406338,-0.22738798880828567,7.1706290482012705,7.986606060033162,-0.5483357142879135,0.05780785707716964,2.0137475021294153,6.073268755396439,0.5930059862227138,-0.4588658257310886
7,5.316592895195279,6.67512993632189,-0.4332211876663733,-0.26778613147908237,4.696337221361664,7.980196988515733,0.9379687038911888,-0.8349675443522666,5.352880815735205,8.333606718771845,-0.9286891825406338,-0.2405220484620602,7.143212262486875,7.98949645288702,-0.6393794833874296,0.05378099322442315,2.043397801440551,6.050325464109885,0.6930059862227138,-0.5314085975520445
8,5.29493183581196,6.6617406297479365,-0.4794586316070007,-0.2972396354582593,4.743235656556223,7.938448611298119,1.0347481096020879,-0.9349675443522666,5.3064463566081725,8.321580616348742,-1.028689182540634,-0.25471891088940846,7.111243288317503,7.992185502548241,-0.7271428188674203,0.04998061130283601,2.0780481007516864,6.023755034232282,0.7930059862227138,-0.6005948292857313
9,5.27095890423161,6.646878647975024,-0.5227731451048683,-0.3253233994375551,4.794973062036328,7.891700234080505,1.1105928741590723,-1.0082576396274374,5.255011897481141,8.308844670804271,-1.128689182540634,-0.2719342115793144,7.074886147374132,7.994684533113383,-0.811628937868391,0.04642130291618964,2.1176984000628223,5.993725292767996,0.8930059862227138,-0.6663395810797881
10,5.244820246976366,6.630612478003147,-0.5631440160292325,-0.35199461345433386,4.850502705744281,7.841287352099133,1.114414176072961,-1.0040323919912264,5.198577438354109,8.295247960225305,-1.228689182540634,-0.2955921129364556,7.034304700480712,7.997005598259193,-0.8928436090495125,0.043111386174320976,2.162348699373958,5.960408313714007,0.9930059862227137,-0.7285692566952667
11,5.216663046174904,6.61301274733043,-0.6005789273460704,-0.37719025537278456,4.906223414547929,7.791085732499572,1.1250076496690984,-0.9921480676723669,5.137142979227077,8.280468354578483,-1.3286891825406342,-0.32981125111413145,6.9896625200282365,7.999161167567909,-0.9707953486773724,0.04005227767201172,2.2119989986850936,5.923979850879244,1.0930059862227137,-0.7872223234150099
12,5.186634099807601,6.594153234561791,-0.635099602207868,-0.4008199462405682,4.962473797031384,7.741478329115954,1.1398257777027456,-0.9750883018908242,5.0707085201000455,8.263977792022777,-1.4286891825406343,-0.3753934130611604,6.941122752594368,8.00116378145151,-1.0454987426624103,0.03723236376099981,2.266649297996229,5.884618734708493,1.1930059862227138,-0.8422512698670823
13,5.154879119697208,6.5741122372497625,-0.666737597147424,-0.4227844871723116,5.019465085916521,7.692723914021412,1.152442823197692,-0.9601434993062928,4.999274060973014,8.24520812136972,-1.445157875961967,-0.40189390832046223,6.888847815461248,8.00302539963956,-1.1169644449020606,0.03462792990356714,2.326299597307365,5.842506171215139,1.2339748829322363,-0.8528223662008245
14,5.121542239839837,6.5529730128911465,-0.6955249353504189,-0.44298434869714753,5.077087227076406,7.644716739056098,1.1568173076106796,-0.9548684290583589,4.927016167174916,8.225113425953696,-1.4416986600083646,-0.41413158987221166,6.832999593216145,8.004756796134737,-1.1851954521094104,0.03219552777391539,2.3879983414539767,5.799865052905098,1.2418358744021338,-0.8413344525501664
15,5.086765993072316,6.530823795456289,-0.7215002939674092,-0.4613336526777624,5.13492809245694,7.59697331760318,1.1523113629816106,-0.9603012666572209,4.854931234174497,8.204406846460085,-1.4421528709313924,-0.41254708442109145,6.7737398206106745,8.006366572523433,-1.250172230155646,0.0298562847763742,2.4500901351740834,5.7577983302775895,1.2488725603356587,-0.8308533733702097
16,5.050690978373945,6.507757112822401,-0.7446971767072381,-0.47777222341031333,5.192543660606021,7.548958254270319,1.1423951541952009,-0.9720768033809486,4.7828235906279275,8.18377949223903,-1.4458095262326751,-0.39954325655033485,6.711231209102892,8.007859386762252,-1.3118540165850572,0.027491050180282518,2.5125337631908664,5.716255661609079,1.255189589587101,-0.8212789381155252
17,5.013456119538583,6.4838685016518856,-0.7651453254730801,-0.49226955632809855,5.249663418315781,7.500354414101272,1.1303925718171057,-0.9860084348425775,4.710533114316294,8.163802329411512,-1.4510240638170342,-0.3801699175683151,6.645638508273639,8.009233939271267,-1.3701741894060402,0.024938695096272098,2.5752932426702215,5.675191714703303,1.2608757909292754,-0.8125221472972137
18,4.975198853264929,6.459255023835481,-0.7828797810593643,-0.5048217577927612,5.306183046906637,7.451053992359143,1.1180797602482884,-0.9999488235520508,4.637981911125443,8.144793833533097,-1.4565662588748898,-0.35835001535817984,6.5771297988033375,8.010480874026081,-1.4250357947849568,0.022002370750765818,2.6383370322166853,5.634565607338442,1.2660068322277782,-0.8045040091588025
19,4.93605486421196,6.434013935945843,-0.7979462648856801,-0.5154398607097732,5.3620870349190515,7.401056551181541,1.106102977480154,-1.013181229203116,4.565153598181698,8.126876332765187,-1.461811743719136,-0.33631298804063325,6.50587800906409,8.01158099256362,-1.4763154993435819,0.018464867715616916,2.701637373828074,5.594340406880502,1.270647381314439,-0.797154459536393
20,4.8961575509676765,6.4082419429103545,-0.8103987748228796,-0.5241337305263702,5.417392183793059,7.350397489721385,1.0945789496729876,-1.025620262540078,4.492063010995742,8.110060683363155,-1.4665254701694412,-0.31512385714873925,6.432062234096911,8.0125042359494,-1.4999357283574122,0.013885632751869686,2.765169742893796,5.554482683903682,1.2748528344346843,-0.7904114438277392
21,4.855637612226532,6.382035256384036,-0.8202904982641667,-0.5308995844028607,5.472121131276709,7.2991164765943815,1.0834414304360638,-1.0373787480060768,4.41873673748727,8.094304490505719,-1.4706628999764955,-0.2952128632575561,6.35706544767904,8.013198517586995,-1.499977237749502,0.00826354847349079,2.8289123846155304,5.514962111712295,1.278670714191536,-0.7842201251363718
22,4.814623087313324,6.355490277163893,-0.8276634643945052,-0.5357149906401372,5.526293202798512,7.247247539194078,1.0725862164711348,-1.0485984971551963,4.345203592488446,8.07954384734284,-1.4742581568644342,-0.27669999443202287,6.282066585791565,8.013611695010669,-1.4999990811585764,0.0016602781172867774,2.892845920325107,5.475751105455476,1.282142052716496,-0.7785317955330602
23,4.773239914093598,6.328704527631887,-0.8325437339506807,-0.5385459685875814,5.579922513622069,7.194817614336317,1.0619004538390295,-1.0594184376989404,4.271490684645224,8.06570884762124,-1.4773714029835734,-0.25956451538364816,6.207066631733636,8.013694708916534,-1.4999878917957108,-0.006026978202978249,2.9569530229609318,5.436824515678823,1.2853023391761829,-0.7733032373579161
24,4.731612727396064,6.301777229202508,-0.8349441024094054,-0.5393604539138869,5.6330175363140205,7.14184669245137,1.0512390949383832,-1.0699983015281513,4.1976221144960455,8.052730621852056,-1.4800664724425996,-0.24372779314497567,6.1320672371438505,8.013393360006384,-1.4999265334985443,-0.014845676375305162,3.021218139919741,5.398159353810927,1.288182131606713,-0.7684964513966119
25,4.6898655222755945,6.274809206506814,-0.8348723813905786,-0.5381386339795149,5.68557949106094,7.088346777374962,1.040395456163906,-1.0805449064215233,4.123618790873915,8.040544232194808,-1.4824023179858852,-0.22909248706597635,6.057070910468923,8.01265107618762,-1.4997958714023274,-0.024745587981163962,3.0856272465000765,5.359734531241096,1.2908078234764342,-0.7640779821798493
26,4.648121903206065,6.247902274807838,-0.8323419776138904,-0.5348791622708722,5.737599263869136,7.034319532053886,1.0291135497358175,-1.0912952404139518,4.049498674974621,8.02908960784151,-1.4844304470040348,-0.21556031176309304,5.982081116898806,8.011413796788561,-1.4995783760810077,-0.035562536330359024,3.1501676376738983,5.321530632132103,1.2932023955704988,-0.7600181340538679
27,4.606504804325371,6.221158316694294,-0.8273815535907509,-0.5296010165930386,5.789054941355927,6.979754770033189,1.0171578619102881,-1.102447225019906,3.975277152624419,8.018311592253355,-1.4861947917434593,-0.20303950599480908,5.907102198094756,8.009635669972043,-1.4992611391666517,-0.047074797766035466,3.214827757452423,5.28352972542941,1.2953862184533214,-0.7562899873998095
28,4.565135726645833,6.194678265864642,-0.8200420717571217,-0.5223424669643371,5.839912834451441,6.924632408782194,1.0043935568589748,-1.1140886782209831,3.9009674130372463,8.008159616953614,-1.48773246632094,-0.19144740440813773,5.832139141136423,8.007281930083742,-1.4988350078163202,-0.0591068468474779,3.279597068375089,5.245715226059419,1.2973779708718358,-0.752868116403184
29,4.524133623057977,6.168561142516425,-0.8104008604540033,-0.5131589866475621,5.89013251229439,6.868927974871145,0.9908194317376045,-1.1261779849078788,3.8265807897211994,7.998587246733208,-1.4890747586373925,-0.18071071686259077,5.757197390745607,8.00432658774137,-1.4982903652809818,-0.07159595872800444,3.3444659669186807,5.20807182023926,1.2991957225474657,-0.7497269332992971
30,4.483613580035277,6.142903193184047,-0.7985629988708971,-0.5021215266004199,5.939673483881271,6.812619075625751,0.9765526768081562,-1.1385714160380211,3.75212705178933,7.989551710890078,-1.4902438751501583,-0.1708016176077961,5.682282872481558,8.00074678980497,-1.4976135956975545,-0.08457847233097456,3.409425753046054,5.170585473574295,1.300858179417303,-0.7468386686849441
31,4.443685430091732,6.117797116854026,-0.7846603732106234,-0.4893158787597263,5.988501117721679,6.75569050482385,0.9618028165418511,-1.1510583573790525,3.677614858031822,7.9810116300096885,-1.4912243530970035,-0.1620182975173582,5.60740219269668,7.99651786618842,-1.4967867186202861,-0.09813011241161404,3.4744686620169194,5.1332435401400485,1.302385989545642,-0.7441711726714622
32,4.404452411431201,6.09333132291604,-0.7688484865963034,-0.474843113616306,6.036591258548771,6.698137586954897,0.9468527800477342,-1.1633872153826847,3.603053640376972,7.97291071513382,-1.492049513686434,-0.15423439534706843,5.532562856765666,7.991611360567839,-1.4957893366315025,-0.11231322459750766,3.5395879614942016,5.096034981506476,1.3038028525670573,-0.7416859993541769
33,4.3660099871013855,6.0695891672352245,-0.7513008282905634,-0.4588203827367092,6.083933897551158,6.639968226185763,0.9320327362294436,-1.1752935712393973,3.52845116469265,7.965198995366467,-1.4927459773866438,-0.14734126033122366,5.457773389934091,7.985995699337964,-1.4946009759176182,-0.12715314697679939,3.6047781041225546,5.058950681538767,1.305135987591498,-0.7393375777637473
34,4.328444945686857,6.046648148098389,-0.7322007612458225,-0.4413806772790569,6.13053553436263,6.581203547623793,0.9176671841062813,-1.1865441160000956,3.453813865823318,7.957831932349905,-1.4933351468652323,-0.1412449614570213,5.38304334113821,7.979638041989125,-1.4932027018854157,-0.14263832262787815,3.6700349035021294,5.021983802650579,1.306415427382127,-0.7370744406760926
35,4.291834907624566,6.024579114234436,-0.7117314663895057,-0.4226700571066924,6.176418893567944,6.521876341823788,0.9039985552008736,-1.1969906483321968,3.3791471084800566,7.950769684277054,-1.4938343413032522,-0.13586375801912387,5.308383206043939,7.9725061258577306,-1.4893793652116813,-0.15849721045988413,3.7353556748712355,4.985130080616774,1.307671689411896,-0.7348433524980936
36,4.256248334305091,6.003445611379101,-0.6900656773523126,-0.40284143632178016,6.221618821327988,6.4620268094071776,0.8911209654125818,-1.2066082317811975,3.304455391414894,7.943976496376098,-1.4942576652510586,-0.13112600748308834,5.233914237783355,7.964581265334736,-1.4815361088196795,-0.17444205843234073,3.8007392593418303,4.94838791299187,1.3089319265881503,-0.73259621317492
37,4.221745050437476,5.983303539563012,-0.6673580225776049,-0.38204555912676913,6.2661748695986175,6.401696397818117,0.8789694015227515,-1.2154887046726253,3.2297425081523414,7.937420196001943,-1.4946166726166328,-0.1269685076559714,5.159837432342371,7.95585916241312,-1.4697839077997823,-0.19034148231309314,3.8661858556712376,4.911758102333124,1.310215611073374,-0.7302979203719705
38,4.188377149308596,5.964201261606674,-0.6437424123797025,-0.3604224865418207,6.310123339674755,6.340921962584486,0.8673861169442084,-1.2237815671648467,3.1550116745215098,7.931071770619145,-1.4949208792887505,-0.12333517205789227,5.086348236952382,7.946342088297465,-1.4542591676049965,-0.2060678392501093,3.931696636224906,4.875243206314526,1.3115315780571155,-0.7279319472031791
39,4.15619002868961,5.946180137279583,-0.6193347572406394,-0.33809787498145893,6.353492645521965,6.279732884226243,0.8562371199225525,-1.2316078899011373,3.080265630557072,7.92490501201625,-1.4951781624664937,-0.12017596466564892,5.013635278572132,7.936038696334959,-1.4351176907078318,-0.22150219727362325,3.997273215127762,4.838846608954367,1.3128781882734997,-0.7255004222987695
40,4.125223290827578,5.92927524353051,-0.5942383445655088,-0.3151863440842134,6.396304501518093,6.218152489731186,0.8455166435495676,-1.2389921732927425,3.0055067224337475,7.9188962137829675,-1.4953950714749649,-0.11744607361842507,4.941879394036741,7.924963586471279,-1.4125294139266842,-0.23653688732380668,4.062917124541437,4.802571587839429,1.3142469288827971,-0.7230179872742695
41,4.095511373599303,5.9135159263262995,-0.5685477341547766,-0.29180016074765464,6.438580333695571,6.156202881066549,0.8353860348160043,-1.2458451640691122,2.9307369688599993,7.913023910102046,-1.495577071222915,-0.11510527369450695,4.871252923340407,7.913136742105088,-1.3866741279600638,-0.25107644780538513,4.128629470985577,4.766420688475716,1.315627696244513,-0.7205024391869577
42,4.067083986891564,5.898925918288917,-0.5423487628452007,-0.2680579364755551,6.4803496354363705,6.093910622863094,0.826136185023026,-1.2519980047091133,2.855958115298854,7.907268646417321,-1.4957287342564114,-0.11311743243069737,4.801919216942403,7.900582919714819,-1.357738131075103,-0.2650375791729233,4.194410855797803,4.730395566516368,1.3170130121301233,-0.7179670785488287
43,4.039966548749304,5.885523021465139,-0.5157156820837452,-0.24408823310391337,6.521656444687522,6.031310722627638,0.8181042146940959,-1.2572611080836618,2.781171678586033,7.901612774795786,-1.4958538934402428,-0.11145012103926337,4.734032310388648,7.887331040756173,-1.325911671459697,-0.2783485319860939,4.260261506404309,4.694497212588926,1.3183993590093128,-0.7154181505691847
44,4.0141807646451175,5.873318609809943,-0.48870854174118256,-0.22002655984383876,6.562561655422226,5.968447667223455,0.8115887867608378,-1.2614767699819411,2.706378983914021,7.896040268743823,-1.4959557643169787,-0.11007429857511944,4.667736726815663,7.873413614156869,-1.2913870174111028,-0.2909482020057811,4.326181474354774,4.658726305060467,1.3197857877621542,-0.7128572609022303
45,3.9897453375580585,5.862317281817751,-0.4613733016965251,-0.1960080423902279,6.603141094760268,5.9053738287243585,0.8067947804145927,-1.2645482127209577,2.631581195698172,7.890536553815067,-1.4960370439318433,-0.10896404537126608,4.603167375945108,7.8588662040565795,-1.2543570126015164,-0.30278510408958637,4.3921707637428815,4.623083442015356,1.3211713309428568,-0.7102860791925185
46,3.9666766724732323,5.85251687969824,-0.43374503430153305,-0.17215948444365195,6.643480833780997,5.84214641808831,0.8038151156700153,-1.2664443374346936,2.5567793435015798,7.885088351546504,-1.4960999912193123,-0.10809632867758767,4.540449525315032,7.8437269488521,-1.2150139997453744,-0.3138163316609155,4.458229330290024,4.587569138055731,1.3225528169274914,-0.7077104255535289
47,3.9449894207581555,5.843908905476058,-0.40585291152570946,-0.14859360058319965,6.683671589564498,5.778824201216575,0.8026411093509799,-1.267188719007484,2.4819743439406143,7.879683535112624,-1.4961464928011874,-0.10745078910229963,4.479698825327763,7.828036132269054,-1.1735490197797247,-0.324006567232392,4.524356971136399,4.552183616778054,1.3230886483835202,-0.7046973393596999
48,3.92469677518187,5.836479225446897,-0.377725271462337,-0.125406389171217,6.723803645032047,5.7154647652662005,0.8031874578075369,-1.2668424951905686,2.4071670193005548,7.87431099565751,-1.4961781171358217,-0.1070095407144023,4.421021374338777,7.811835803907435,-1.1301512129048963,-0.33332718213123963,4.590511403555575,4.516948749810068,1.3206409228100149,-0.7001402471191418
49,3.9058105116087534,5.830208905988337,-0.349393538979585,-0.10267708015919416,6.763963017922423,5.652122640506672,0.8053202403509463,-1.2654877757138132,2.332358113443764,7.8689605186217895,-1.4961961609139758,-0.10675695792912443,4.364513813693533,7.795169444800873,-1.0850073430550553,-0.341755421937966,4.656543449696076,4.481941737454111,1.3152028337673114,-0.6940778168136642
50,3.888340834659774,5.825075051980377,-0.3208946743493167,-0.08046957422780118,6.80422902993997,5.588848251720981,0.808881195732025,-1.2632146338572594,2.257548305398065,7.863622670725333,-1.4962016896115327,-0.10667944508477195,4.31026344654078,7.778081673703975,-1.038301402044534,-0.34927366228407847,4.722303591384442,4.447237846613428,1.3067832533316208,-0.6865582948620453
