step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_5_x,agent_6_x,agent_7_x,agent_8_x,agent_9_x,agent_10_x,agent_11_x,agent_12_x,agent_13_x,agent_14_x,agent_15_x,agent_16_x,agent_17_x,agent_18_x,agent_19_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_5_y,agent_6_y,agent_7_y,agent_8_y,agent_9_y,agent_10_y,agent_11_y,agent_12_y,agent_13_y,agent_14_y,agent_15_y,agent_16_y,agent_17_y,agent_18_y,agent_19_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_5_vx,agent_6_vx,agent_7_vx,agent_8_vx,agent_9_vx,agent_10_vx,agent_11_vx,agent_12_vx,agent_13_vx,agent_14_vx,agent_15_vx,agent_16_vx,agent_17_vx,agent_18_vx,agent_19_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy,agent_5_vy,agent_6_vy,agent_7_vy,agent_8_vy,agent_9_vy,agent_10_vy,agent_11_vy,agent_12_vy,agent_13_vy,agent_14_vy,agent_15_vy,agent_16_vy,agent_17_vy,agent_18_vy,agent_19_vy
0,1.7944589766124992,4.334121841129243,0.0028954959796842067,-0.08362640604523924,6.590562804743048,7.804487148310437,-0.15051160945509073,-0.009937666919393379,3.141046370462852,5.155642792381384,0.09533857038442729,-0.007513076308108324,4.902198284088291,3.2327507770553763,0.14574476025492647,0.05099729803634711,6.260691184653076,6.001122150390788,0.001960110243551298,-0.18917547387965183,1.298408325568219,1.4639732556142453,0.03904346679572248,-0.13020726995296458,3.791346885776731,1.6686227717621096,0.06711227317732107,-0.015875657117369962,7.4475797181619425,5.82582727291979,-0.03688861582726349,0.025289678297499046,8.189666711847357,5.479092019503297,-0.190140179794182,-0.23786647996315982,6.063826927826295,2.8103272037158455,-0.07619880507868476,0.1503338436626668,6.068651979080921,8.72900151376561,0.004828325462745406,-0.15273908293628818,5.176343231868371,6.401034611137675,0.027695326609851342,0.0553850656011421,5.659227611956998,1.1960724411671946,0.2108401990075509,-0.05037586095792758,5.14207291651794,4.979741761007779,-0.07437446374718437,0.1343240017460513,5.529582503984031,7.365896998504846,-0.10030110509230022,-0.015321144590552407,7.336847520006284,1.0616192507186646,-0.056263244130783235,0.18904939274695975,3.980593211214196,7.36894358994764,0.015360198128267694,-0.11462793183807035,8.80078239672399,2.38815554186983,0.017461291390491893,-0.01853489561891361,1.5917380534495598,7.097546922353904,0.003744292376719943,-0.14140045871135715,1.8034300635639522,1.5990945855214247,0.10618627308352496,-0.03476967939670106
1,1.7946037514114834,4.329940520826981,0.10289549597968421,-0.12661608919648437,6.583037224270293,7.803990264964467,-0.25051160945509077,0.05406056139214532,3.1458132989820737,5.1552671385659785,0.1953385703844273,0.09248692369189168,4.909485522101037,3.2353006419571937,0.24574476025492648,0.10922732261253425,6.260789190165254,5.991663376696806,0.04591985600828366,-0.2891754738796518,1.300360498908005,1.457462892116597,0.09666970228079938,-0.14652731375522593,3.794702499435597,1.6678289889062412,0.029536262354071252,0.08412434288263004,7.44573528737058,5.827091756834665,-0.02565040145367493,0.010705765805700644,8.180159702857647,5.4671986955051395,-0.2847100655249254,-0.3378664799631598,6.06001698757236,2.817843895898979,-0.17619880507868477,0.2503338436626668,6.068893395354059,8.721364559618795,-0.0951716745372546,-0.2152911177911771,5.177727998198863,6.403803864417732,0.09868643145108365,0.12933939151552504,5.669769621907376,1.193553648119298,0.2789047992368142,-0.008999267248935572,5.138354193330581,4.986457961095081,-0.17437446374718438,0.2343240017460513,5.524567448729416,7.365130941275319,-0.11199200035168057,-0.11532114459055241,7.334034357799744,1.0710717203560125,-0.03722011593835846,0.28904939274695973,3.9813612211206095,7.363212193355737,-0.07724173892732009,-0.17026997042182584,8.801655461293516,2.3872287970888846,-0.06050240055935248,0.0814651043810864,1.5919252680683957,7.090476899418336,0.10374429237671995,-0.24140045871135715,1.8087393772181284,1.5973561015515896,0.20618627308352497,-0.01946753540570756
2,1.7997485262104675,4.323609716367157,0.2028954959796842,-0.16734694406537323,6.570511643797539,7.806693293034074,-0.35051160945509074,0.09775618705494898,3.155580227501295,5.159891484750573,0.29533857038442735,0.1924869236918917,4.921772760113783,3.2407620080878203,0.34318943164736726,0.16806365159584113,6.263085182965669,5.977204603002823,0.08931698459028439,-0.38773733301051116,1.305193984022045,1.4501365264288357,0.15868082498435163,-0.13907400252051333,3.7961793125533005,1.6720352060503727,0.0024867179004503387,0.18412434288263005,7.444452767297896,5.8276270451249506,-0.01274439547509064,-0.0012292410214153685,8.1659241995814,5.450305371506982,-0.3784557322672502,-0.43786647996315986,6.051207047318425,2.830360588082112,-0.2640827126352186,0.35033384366266684,6.064134811627196,8.710600003729237,-0.1951716745372546,-0.2664621404447568,5.182662319771417,6.410270833993509,0.16262168745541716,0.19301728658464734,5.683714861869216,1.1931036847568512,0.34491725923017663,0.02943220433729185,5.1296354701432225,4.9981741611823844,-0.2743744637471844,0.3343240017460513,5.518967848711831,7.3593648840457915,-0.12893868119551066,-0.2153211445905524,7.332173352002827,1.0855241899933605,-0.01658552733915344,0.3890493927469597,3.9774991341742436,7.354698694834645,-0.16897443164582596,-0.22349741888526578,8.798630341265548,2.391302052307939,-0.13690918938534125,0.1814651043810864,1.5971124826872318,7.078406876482768,0.20374429237671995,-0.34140045871135716,1.8190486908723047,1.5963827247813043,0.306186273083525,-0.008813836961341102
3,1.8098933010094518,4.315242369163888,0.30289549597968424,-0.20544541940240174,6.552986063324784,7.811581102386822,-0.4505116094550907,0.13049567434533138,3.1703471560205165,5.169515830935167,0.3953385703844273,0.29248692369189166,4.9389322316961515,3.2491651906676124,0.4201505317488382,0.238514708553086,6.267551032195183,5.957817736352298,0.13079683440565304,-0.48610926790125825,1.3131280252712625,1.4431828263028101,0.2303696677577891,-0.11565504999585131,3.796303648448323,1.6812414231945043,-0.019908655980412852,0.28412434288263005,7.443815547524141,5.82756558307388,0.0019897013500321924,-0.011444311120053903,8.147001412968038,5.428412047508824,-0.47207121054445667,-0.5378664799631598,6.0380029116866645,2.8478772802652452,-0.29538316796702097,0.4163506130718465,6.054376227900333,8.697276896706999,-0.29517167453725457,-0.3071185401716245,5.190793404144188,6.419921698322741,0.21376944045567656,0.2351105397203285,5.700960724830725,1.1945752949737158,0.4083857393403451,0.06489053663747801,5.115916746955864,5.014890361269687,-0.3743744637471844,0.43432400174605135,5.512520914652056,7.348598826816263,-0.14327667833401087,-0.30981493903177554,7.33134407563587,1.1049766596307085,0.0037564635489653053,0.4890493927469597,3.9690504125919523,7.343523823890382,-0.25916458595986713,-0.27438887787345545,8.791784881796282,2.400375307526993,-0.21125529662983283,0.2814651043810864,1.6072996973060678,7.061336853547201,0.30374429237671996,-0.44140045871135714,1.834358004526481,1.5959420329332372,0.40618627308352495,0.0019045347577808305
4,1.825038075808436,4.304970098193769,0.4028954959796842,-0.2416463123276642,6.53046048285203,7.818105886104089,-0.5505116094550907,0.16488202903016108,3.1901140845397378,5.184140177119762,0.4953385703844273,0.39248692369189164,4.959939758283594,3.261090926095267,0.49074544451624846,0.3152837267263038,6.2740908739154655,5.933512272957235,0.16475313859819607,-0.5829729549396798,1.324646508659152,1.4374000738030175,0.3084582612407603,-0.08222077222294788,3.7953082156493023,1.6954476403386358,-0.03983858356792201,0.3841243428826301,7.443915032591643,5.826993367517877,0.01728060688525329,-0.016975666486164706,8.123397852440815,5.401518723510666,-0.5662239293268816,-0.6378664799631598,6.023233753288314,2.8686948109188375,-0.30808760444801997,0.45238456530802207,6.03961764417347,8.681920969698417,-0.39517167453725455,-0.32630501008415347,5.201481876166971,6.431677225308758,0.24927272061848785,0.250500029847892,5.721380011797742,1.1978198218055898,0.4701176083226602,0.0977294176532556,5.097198023768504,5.03660656135699,-0.4743744637471844,0.5318162912892033,5.505357080735355,7.333108079864675,-0.1730498153073919,-0.3782719047166663,7.331531898813318,1.1294291292680565,0.023722212037868354,0.5890493927469597,3.956092183293959,7.329804379996709,-0.34740610350365986,-0.3229775710153927,8.781222116964791,2.4144485627460472,-0.28315353648083075,0.3814651043810864,1.622486911924904,7.039266830611633,0.40374429237671994,-0.5414004587113571,1.8546673181806572,1.5960372596711263,0.5061862730835249,0.014060137630152505
5,1.8451828506074202,4.2928877825773855,0.49046559700240455,-0.26822522744683536,6.502934902379276,7.826349987555597,-0.6505116094550907,0.20199015531285303,3.2148810130589593,5.203764523304356,0.555587654618665,0.4684330222579469,4.984477030509406,3.276855112431582,0.5907454445162484,0.3866828134400947,6.282328530845375,5.904363625210251,0.18186656939624982,-0.6829729549396798,1.34006942172119,1.4332890351918701,0.37962909196738387,-0.04416924448437671,3.793316286470906,1.7146538574827672,-0.05957447270471324,0.48412434288263007,7.444779062935906,5.826144584193569,0.033003826399146424,-0.021661586590549127,8.095086655974471,5.369625399512508,-0.6551321903875963,-0.7378664799631598,6.0078293730659125,2.8913140391842385,-0.32201877604407025,0.4835027347349401,6.019859060446607,8.66560571919421,-0.4911420846458208,-0.33704854390406735,5.2139455121978955,6.444202226801153,0.2659158409669414,0.2530644964062888,5.744885892213875,1.2027062926882526,0.5283622539182107,0.12903343138235107,5.073479300581145,5.06319737592145,-0.5743744637471844,0.6050984377430607,5.496704589969986,7.314194484628842,-0.2056071716649664,-0.4181192011930304,7.332718009415212,1.1588815989054044,0.04281900527221665,0.6890493927469596,3.938721878118776,7.31365550144594,-0.432750340592817,-0.36832241547588007,8.76706444014075,2.4335218179651017,-0.35288278715031013,0.48146510438108636,1.64267412654374,7.012196807676065,0.5037442923767199,-0.6414004587113571,1.8799766318348334,1.596740266552634,0.6061862730835249,0.02494831404154281
6,1.8697061304575404,4.279476521205043,0.5709030188011106,-0.28834233150033267,6.470409321906521,7.836449495321239,-0.7505116094550907,0.2511440405581762,3.2426603957898927,5.227186174417254,0.5877124183458531,0.5244432625743379,5.014014302735218,3.296189253103587,0.6907454445162484,0.47386336830688547,6.291421859315188,5.870214977463267,0.19322662013410763,-0.7829729549396798,1.359050876319559,1.4310805729676512,0.44760588263396406,-0.005940795258950984,3.79033756283567,1.7388600746268987,-0.08025414476711025,0.58412434288263,7.446429254255863,5.825061504864042,0.05151921506672989,-0.037440366574069635,8.062330046455092,5.3327320755143495,-0.7373450497797625,-0.8378664799631598,5.991728434263709,2.9154891759209853,-0.3492187059966917,0.5133432487987752,5.995301956214316,8.648753291999006,-0.582488837289406,-0.3406053613015426,5.227241304246243,6.456855451621467,0.26620628359758997,0.24957653429445809,5.771304004909786,1.2091579642573702,0.5833063161511819,0.1615933596803476,5.044760577393785,5.093452297808603,-0.6743744637471843,0.6209558377431561,5.486424231386738,7.29328852456919,-0.23849080384804133,-0.43872423482912354,7.334858959678822,1.1933340685427525,0.0596575632904242,0.7890493927469596,3.917084361089135,7.295239380672146,-0.5126614354967629,-0.41165079606059685,8.749420300783235,2.457595073184156,-0.42015129582302435,0.5814651043810863,1.6678613411625758,6.980126784740497,0.6037442923767199,-0.7414004587113571,1.9102859454890098,1.5979876822547112,0.7061862730835249,0.03243824786012153
7,1.898251281397596,4.265059404630027,0.6501450813697751,-0.31388620302228243,6.432883741433766,7.849006697349148,-0.8505116094550906,0.29845639559968007,3.2720460167071854,5.25340833754597,0.5896639887822115,0.5656220940324297,5.048551574961031,3.319882421518931,0.7887425019541452,0.5669453373296364,6.301083190321893,5.831066329716283,0.21154074477791027,-0.8829729549396798,1.3814311704512572,1.4307835332047036,0.5132898018253246,0.03300210206084272,3.786324855597315,1.7680662917710301,-0.10283580998498669,0.68412434288263,7.449005215009199,5.823189486535338,0.06706561740189683,-0.06427316767766156,8.025462793966103,5.290838751516191,-0.8108555475882189,-0.9378664799631597,5.974267498963874,2.941156338360924,-0.4004447914211149,0.48267810149424034,5.9661775143498454,8.631723023933928,-0.6708437347884906,-0.33725229865694173,5.240551618426122,6.4693342783361905,0.2414727357312455,0.22436448182997293,5.800469320717345,1.2172376322413876,0.6350241041322152,0.19568942186372773,5.011041854206426,5.12450008969576,-0.7357724453908611,0.602275222020023,5.474499691194335,7.271352312827734,-0.27769711197449093,-0.45864908708113006,7.337841837843343,1.2327865381801004,0.07357566507799135,0.8890493927469596,3.891451289314297,7.274656840869116,-0.5881829165339028,-0.4526439322281231,8.728412735992084,2.4866683284032103,-0.4817812706650959,0.6814651043810863,1.6980485557814118,6.943056761804929,0.7037442923767199,-0.841400458711357,1.945595259143186,1.5996095946477173,0.8061862730835249,0.025234030396389766
8,1.9307585354660848,4.249365094478913,0.7239954269813473,-0.3385895015314034,6.390358160961012,7.863929517129132,-0.9241445709667025,0.2852971250150968,3.301529216146296,5.2816894422475915,0.585308755992099,0.5936480102511873,5.087988700058738,3.348229688385413,0.8887425019541452,0.6560483446462257,6.311660227560788,5.786917681969299,0.24470948087810712,-0.9779912106502816,1.4070956605425233,1.4324336383077458,0.5774525329959789,0.07302487461142561,3.7811830650980656,1.8022725089151617,-0.12636647353488675,0.78412434288263,7.452358495879294,5.819975828151455,0.08285241421013963,-0.09862040979458966,7.984920016586692,5.2439454275180335,-0.880705092351784,-1.0373829968870643,5.954245259392819,2.965290243435636,-0.47193148504179666,0.47121398924224334,5.932635327610421,8.61486040900108,-0.7581203008170856,-0.33047866514706736,5.252625255212684,6.480552502427689,0.19655400785648963,0.18878776874479836,5.8322205259239555,1.227022103334574,0.6838443583388726,0.23130983111398712,4.974253231936883,5.154613850796761,-0.7820660199624706,0.5725015992687871,5.460614835595611,7.248419858473677,-0.3378022867543829,-0.47218715561407376,7.341520621097243,1.2772390078174485,0.08456829788429246,0.9890493927469596,3.862042143487602,7.25202464425771,-0.6637759410261665,-0.49149662685874596,8.704323672458829,2.5207415836222644,-0.5399180020512806,0.7814651043810863,1.7332357704002477,6.900986738869361,0.7908518732769121,-0.8936796211182785,1.9859045727973623,1.6008712961675369,0.9061862730835248,0.010357217699932857
9,1.9669583068151522,4.2324356194023425,0.7913160420345242,-0.35334057226924215,6.344150932412677,7.878194373379887,-1.0026489366493045,0.26097809169037833,3.330794653945901,5.311371842760151,0.5607626289707862,0.6111961839171877,5.132425825156446,3.381032105617724,0.9804601981440255,0.7384073307855232,6.323895701604693,5.7380181214367845,0.27162111508487896,-1.0633442394245431,1.4359682871923223,1.4360848820383172,0.6338908240688244,0.11135773031287215,3.7748647414213212,1.841478726059293,-0.1523756099732565,0.88412434288263,7.456501116589801,5.815044807661726,0.09717205758839738,-0.13234745962216535,7.9408847619691025,5.192076277673681,-0.9440530459097521,-1.1373829968870643,5.930648685140729,2.988850942897748,-0.5613338984100218,0.4918166804157968,5.894729312569567,8.598336475743727,-0.8417317831989063,-0.3198412410058988,5.262452955605508,6.489991890864929,0.10088258656704566,0.20576484348711555,5.8664127438408995,1.2385875948902734,0.729911965741674,0.2692015766813089,4.93514993093876,5.183238930760201,-0.823397597263496,0.5374653393791844,5.443724721257892,7.224810500692974,-0.39929272712303526,-0.4898961724140005,7.3457490359914575,1.3266914774547964,0.08575103843850598,1.0890493927469596,3.8288533464362935,7.227449812914773,-0.7349919282316719,-0.5351455910253872,8.677327772356264,2.559814838841319,-0.5933782185734974,0.8814651043810863,1.7727783640640933,6.856302757813447,0.8474847019893754,-0.9031094268440913,2.0312138864515386,1.6013891570525336,0.9968146407459546,-0.01728631982142945
