step,agent_0_x,agent_1_x,agent_2_x,agent_3_x,agent_4_x,agent_0_y,agent_1_y,agent_2_y,agent_3_y,agent_4_y,agent_0_vx,agent_1_vx,agent_2_vx,agent_3_vx,agent_4_vx,agent_0_vy,agent_1_vy,agent_2_vy,agent_3_vy,agent_4_vy
0,7.172569869657862,1.169747653113291,-0.05990552952211738,0.14984900708626359,2.57953958062543,7.0780707948042805,0.0007332509687606459,-0.036136826241763884,1.0362754450480973,5.099225998088654,0.19378628849563406,-0.05346274029002927,8.342831145623716,6.7112388178955475,-0.08723668959662162,-0.12341590261019011,4.536431900061008,4.472309020304666,0.12349929916970084,0.07377957986221655
1,7.169574593181756,1.1772401034676043,-0.1599055295221174,0.22261171525098367,2.579576243173868,7.076263953492192,0.10073325096876065,0.048931070763944984,1.045964759472879,5.096552861074152,0.29378628849563404,-0.13815601172400988,8.338469311143886,6.705068022765038,-0.18723668959662162,-0.1388064608585523,4.5426068650194935,4.4759979992977765,0.20893068546486682,0.14149824881557657
2,7.16157931670565,1.1883706892301535,-0.25990552952211743,0.29280534840475414,2.584612905722306,7.078710507030389,0.20073325096876066,0.1315499714342814,1.0606540738976606,5.0896450604879515,0.393786288495634,-0.22015861317712931,8.329107476664054,6.69812769972211,-0.28723668959662163,-0.1535573077677196,4.553053399292737,4.483072911738556,0.29143818863743065,0.20694219663131452
3,7.148584040229544,1.2030109566503913,-0.35764694030774347,0.360315811438293,2.594649568270744,7.085288005602103,0.3007332509687607,0.21157466118909404,1.0803433883224423,5.078637129829095,0.493786288495634,-0.2993176503991467,8.314745642184224,6.690449834333724,-0.3872366895966216,-0.16770901722932005,4.567625308724608,4.493420021570121,0.37085040731603247,0.2699684451231463
4,7.1307016932141565,1.221026747222306,-0.451786356165653,0.4250388104652412,2.609686230819182,7.095866738661558,0.40073325096876067,0.2888704835190264,1.105032702747224,5.063671247309137,0.593786288495634,-0.37549035881550363,8.295383807704393,6.682064383472258,-0.4872366895966216,-0.1813081193552319,4.58616782909041,4.506918443826279,0.4470112500678938,0.3304470776712554
5,7.108112375405874,1.242278687745568,-0.5421817913340838,0.4868799000576545,2.62972289336762,7.110310262837509,0.5007332509687606,0.363313432457186,1.1347220171720056,5.044896729368362,0.693786288495634,-0.4485437257360952,8.271021973224562,6.672998977504497,-0.5872366895966216,-0.19440923196356197,4.608518391593805,4.523440797709841,0.5197803765445992,0.38826170117772024
6,7.081003285839169,1.2666226827484508,-0.6287045556782205,0.5457544670146833,2.654759555916058,7.1284759344603685,0.6007332509687606,0.43479025105804237,1.1694113315967873,5.022469543081557,0.7937862884956339,-0.5183540660839785,8.24166013874473,6.663278515906319,-0.6872366895966215,-0.20707732773396587,4.634507410421034,4.5428538827687275,0.5890334127621777,0.44330965502199277
7,7.049568058055258,1.293910406099185,-0.7112391890509325,0.6015876381129099,2.684796218464496,7.150215447013271,0.7007332509687606,0.5031985423383057,1.209100646021569,4.996551839777358,0.8937862884956339,-0.5848065284748741,8.2072983042649,6.65292464951962,-0.7872366895966215,-0.21939006139851508,4.663959081059143,4.565019365519827,0.6546619398852841,0.4955019750984278
8,7.014006098602712,1.3239897880048306,-0.7896833648504029,0.6543141732945605,2.719832881012934,7.175375374130186,0.8007332509687606,0.5684468884238791,1.2537899604463507,4.967311513353614,0.9937862884956339,-0.6477945042803334,8.167936469785069,6.641955146449694,-0.8872366895966215,-0.23143985224414887,4.696692178053407,4.589794464274749,0.7165732695624784,0.5447631086362993
9,6.974521930360192,1.3567054966695586,-0.8639477628535132,0.7038783458703793,2.759869543561372,7.20379771855138,0.9007332509687606,0.630454973855969,1.3034792748711324,4.934921788139597,1.093786288495634,-0.7072188961279116,8.123574635305237,6.630383153837487,-0.9872366895966215,-0.2433349245367239,4.732520841531531,4.617032619706563,0.774690027238319,0.5910304084869312
